都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
222143,,静岡県,藤枝市,明治宇津ノ谷隧道,メイジウツノヤズイドウ,,,国登録有形文化財,建造物,,静岡県藤枝市岡部町岡部・静岡市駿河区宇津ノ谷,,,,,,1,,,藤枝市・静岡市,1997-05-07,,,,,,,,,宇津ノ谷峠付近の山を掘り抜き、明治37年（1904）に完成したレンガ造りのトンネルである。長さ203.4m・高さ3.9ｍ・幅は4.0ｍ、アーチ形のレンガ積みは４重となり堅牢で、技術的にも高い評価を受けている。宇津ノ谷峠にはこれに先立って明治7年に着工し、同9年に完成したトンネルがあった。これは岡部側が民家の屋根のような合掌形をした、幅３間（5.4ｍ）、高さが2間3尺（4.14ｍ）のトンネルであった。日本で最初の有料トンネルとして知られたが、明治29年にトンネル内の照明用カンテラの火による火災で焼け落ちてしまった。この最初のトンネルは、旧岡部宿の本陣・仁藤延吉や大旅籠柏屋の山内栄作、内谷村の豪農・杉山喜平次ら7人が発起人となり、民間事業として施工された。現在残るトンネルは県事業として建設され、中央が市境で北側は静岡市となる。宇津ノ谷峠には明治・大正・昭和・平成の各時代のトンネルが揃っている点が注目される。,,,
222143,,静岡県,藤枝市,大旅籠柏屋,オオハタゴカシバヤ,,,国登録有形文化財,建造物,大旅籠柏屋歴史資料館,静岡県藤枝市岡部町岡部817,,,,(054)667-0018,,1,,,藤枝市,1998-10-09,,,,,,,,,天保７年（1836）に完成した岡部宿の大旅籠である。宿場の旅籠は規模により大旅籠・中旅籠・小旅籠に分けられていて、岡部宿のように大旅籠の建物が残っている例は全国的にも珍しい。現在は瓦屋根となっているが、江戸時代には板葺きであったと考えられる。正面から、土間をはさんで右側が客部屋で左が家族用の居宅となっていた。客部屋は１階に８畳間が５部屋あり、2階には８畳間が２部屋ある。最も上等の部屋には床間・違棚・付書院（つけしょいん）がしつらえてある。,,,
222143,,静岡県,藤枝市,木和田川砂防一号堰堤,キワダガワサボウイチゴウエンテイ,,,国登録有形文化財,建造物,,静岡県藤枝市岡部町岡部,,,,,,1,,,静岡県,2002-07-16,,,,,,,,,"堰堤は水流や土砂をせき止めるために、河川や渓谷を横断して築く堤防のことをいう。明治43年（1910）8月9日の豪雨により木和田川上流の斜面が崩壊して下流の民家や田畑に大きな被害が出た。翌年、内務省から木和田川周辺は「砂防法」を適用し、「砂防設備を要する土地」に指定された。その後、オランダの土木技師ヨハネス・デ・レーケが招かれ、木和田川には８基の巨石積堰堤が築かれた。これはロックヒルダム方式という工法によるものであるが、地元ではその形状から「兜堰堤（かぶとえんてい）」と呼んでいる。
砂防堰堤工事は県事業として、明治45年から大正3年にかけて実施された。また、最上部には2基の流路工が築かれている。なお、工事に伴う石集めは地元住民に採石の自由を与えて、ショイコや馬力で運び、周辺の石工を集めて築いたと伝えられる。",,,
222143,,静岡県,藤枝市,木和田川砂防二号堰堤,キワダガワサボウニゴウエンテイ,,,国登録有形文化財,建造物,,静岡県藤枝市岡部町岡部,,,,,,1,,,静岡県,2002-07-16,,,,,,,,,"堰堤は水流や土砂をせき止めるために、河川や渓谷を横断して築く堤防のことをいう。明治43年（1910）8月9日の豪雨により木和田川上流の斜面が崩壊して下流の民家や田畑に大きな被害が出た。翌年、内務省から木和田川周辺は「砂防法」を適用し、「砂防設備を要する土地」に指定された。その後、オランダの土木技師ヨハネス・デ・レーケが招かれ、木和田川には８基の巨石積堰堤が築かれた。これはロックヒルダム方式という工法によるものであるが、地元ではその形状から「兜堰堤（かぶとえんてい）」と呼んでいる。
砂防堰堤工事は県事業として、明治45年から大正3年にかけて実施された。また、最上部には2基の流路工が築かれている。なお、工事に伴う石集めは地元住民に採石の自由を与えて、ショイコや馬力で運び、周辺の石工を集めて築いたと伝えられる。",,,
222143,,静岡県,藤枝市,木和田川砂防三号堰堤,キワダガワサボウサンゴウエンテイ,,,国登録有形文化財,建造物,,静岡県藤枝市岡部町岡部,,,,,,1,,,静岡県,2002-07-16,,,,,,,,,"堰堤は水流や土砂をせき止めるために、河川や渓谷を横断して築く堤防のことをいう。明治43年（1910）8月9日の豪雨により木和田川上流の斜面が崩壊して下流の民家や田畑に大きな被害が出た。翌年、内務省から木和田川周辺は「砂防法」を適用し、「砂防設備を要する土地」に指定された。その後、オランダの土木技師ヨハネス・デ・レーケが招かれ、木和田川には８基の巨石積堰堤が築かれた。これはロックヒルダム方式という工法によるものであるが、地元ではその形状から「兜堰堤（かぶとえんてい）」と呼んでいる。
砂防堰堤工事は県事業として、明治45年から大正3年にかけて実施された。また、最上部には2基の流路工が築かれている。なお、工事に伴う石集めは地元住民に採石の自由を与えて、ショイコや馬力で運び、周辺の石工を集めて築いたと伝えられる。",,,
222143,,静岡県,藤枝市,木和田川砂防四号堰堤,キワダガワサボウヨンゴウエンテイ,,,国登録有形文化財,建造物,,静岡県藤枝市岡部町岡部,,,,,,1,,,静岡県,2002-07-16,,,,,,,,,"堰堤は水流や土砂をせき止めるために、河川や渓谷を横断して築く堤防のことをいう。明治43年（1910）8月9日の豪雨により木和田川上流の斜面が崩壊して下流の民家や田畑に大きな被害が出た。翌年、内務省から木和田川周辺は「砂防法」を適用し、「砂防設備を要する土地」に指定された。その後、オランダの土木技師ヨハネス・デ・レーケが招かれ、木和田川には８基の巨石積堰堤が築かれた。これはロックヒルダム方式という工法によるものであるが、地元ではその形状から「兜堰堤（かぶとえんてい）」と呼んでいる。
砂防堰堤工事は県事業として、明治45年から大正3年にかけて実施された。また、最上部には2基の流路工が築かれている。なお、工事に伴う石集めは地元住民に採石の自由を与えて、ショイコや馬力で運び、周辺の石工を集めて築いたと伝えられる。",,,
222143,,静岡県,藤枝市,木和田川砂防五号堰堤,キワダガワサボウゴゴウエンテイ,,,国登録有形文化財,建造物,,静岡県藤枝市岡部町岡部,,,,,,1,,,静岡県,2002-07-16,,,,,,,,,"堰堤は水流や土砂をせき止めるために、河川や渓谷を横断して築く堤防のことをいう。明治43年（1910）8月9日の豪雨により木和田川上流の斜面が崩壊して下流の民家や田畑に大きな被害が出た。翌年、内務省から木和田川周辺は「砂防法」を適用し、「砂防設備を要する土地」に指定された。その後、オランダの土木技師ヨハネス・デ・レーケが招かれ、木和田川には８基の巨石積堰堤が築かれた。これはロックヒルダム方式という工法によるものであるが、地元ではその形状から「兜堰堤（かぶとえんてい）」と呼んでいる。
砂防堰堤工事は県事業として、明治45年から大正3年にかけて実施された。また、最上部には2基の流路工が築かれている。なお、工事に伴う石集めは地元住民に採石の自由を与えて、ショイコや馬力で運び、周辺の石工を集めて築いたと伝えられる。",,,
222143,,静岡県,藤枝市,木和田川砂防六号堰堤,キワダガワサボウロクゴウエンテイ,,,国登録有形文化財,建造物,,静岡県藤枝市岡部町岡部,,,,,,1,,,静岡県,2002-07-16,,,,,,,,,"堰堤は水流や土砂をせき止めるために、河川や渓谷を横断して築く堤防のことをいう。明治43年（1910）8月9日の豪雨により木和田川上流の斜面が崩壊して下流の民家や田畑に大きな被害が出た。翌年、内務省から木和田川周辺は「砂防法」を適用し、「砂防設備を要する土地」に指定された。その後、オランダの土木技師ヨハネス・デ・レーケが招かれ、木和田川には８基の巨石積堰堤が築かれた。これはロックヒルダム方式という工法によるものであるが、地元ではその形状から「兜堰堤（かぶとえんてい）」と呼んでいる。
砂防堰堤工事は県事業として、明治45年から大正3年にかけて実施された。また、最上部には2基の流路工が築かれている。なお、工事に伴う石集めは地元住民に採石の自由を与えて、ショイコや馬力で運び、周辺の石工を集めて築いたと伝えられる。",,,
222143,,静岡県,藤枝市,木和田川砂防七号堰堤,キワダガワサボウナナゴウエンテイ,,,国登録有形文化財,建造物,,静岡県藤枝市岡部町岡部,,,,,,1,,,静岡県,2002-07-16,,,,,,,,,"堰堤は水流や土砂をせき止めるために、河川や渓谷を横断して築く堤防のことをいう。明治43年（1910）8月9日の豪雨により木和田川上流の斜面が崩壊して下流の民家や田畑に大きな被害が出た。翌年、内務省から木和田川周辺は「砂防法」を適用し、「砂防設備を要する土地」に指定された。その後、オランダの土木技師ヨハネス・デ・レーケが招かれ、木和田川には８基の巨石積堰堤が築かれた。これはロックヒルダム方式という工法によるものであるが、地元ではその形状から「兜堰堤（かぶとえんてい）」と呼んでいる。
砂防堰堤工事は県事業として、明治45年から大正3年にかけて実施された。また、最上部には2基の流路工が築かれている。なお、工事に伴う石集めは地元住民に採石の自由を与えて、ショイコや馬力で運び、周辺の石工を集めて築いたと伝えられる。",,,
222143,,静岡県,藤枝市,木和田川砂防八号堰堤,キワダガワサボウハチゴウエンテイ,,,国登録有形文化財,建造物,,静岡県藤枝市岡部町岡部,,,,,,1,,,静岡県,2002-07-16,,,,,,,,,"堰堤は水流や土砂をせき止めるために、河川や渓谷を横断して築く堤防のことをいう。明治43年（1910）8月9日の豪雨により木和田川上流の斜面が崩壊して下流の民家や田畑に大きな被害が出た。翌年、内務省から木和田川周辺は「砂防法」を適用し、「砂防設備を要する土地」に指定された。その後、オランダの土木技師ヨハネス・デ・レーケが招かれ、木和田川には８基の巨石積堰堤が築かれた。これはロックヒルダム方式という工法によるものであるが、地元ではその形状から「兜堰堤（かぶとえんてい）」と呼んでいる。
砂防堰堤工事は県事業として、明治45年から大正3年にかけて実施された。また、最上部には2基の流路工が築かれている。なお、工事に伴う石集めは地元住民に採石の自由を与えて、ショイコや馬力で運び、周辺の石工を集めて築いたと伝えられる。",,,
222143,,静岡県,藤枝市,木和田川一号流路工,キワダガワイチゴウリュウロコウ,,,国登録有形文化財,建造物,,静岡県藤枝市岡部町岡部,,,,,,1,,,静岡県,2002-09-03,,,,,,,,,"豪雨の時に雨水の流路を確保するための石積の水路で、木和田川上流の木和田山の山腹に築かれている。底面と側面に石を積んだ２基の流路工が木和田川の砂防堰堤工事とともに施工された。特に一号流路工は中央に小堰堤をつくりだした長さ70ｍ、幅6.5ｍの大規模なものである。
平成元～12年にかけて静岡県により「木和田川砂防堰堤整備事業」が、また、平成2～8年にかけて岡部町による「つたの細道公園整備事業」も行われ、現在では、木和田川の堰堤周辺は砂防学習と散策の場所となっている。",,,
222143,,静岡県,藤枝市,木和田川二号流路工,キワダガワニゴウリュウロコウ,,,国登録有形文化財,建造物,,静岡県藤枝市岡部町岡部,,,,,,1,,,静岡県,2002-09-03,,,,,,,,,"豪雨の時に雨水の流路を確保するための石積の水路で、木和田川上流の木和田山の山腹に築かれている。底面と側面に石を積んだ２基の流路工が木和田川の砂防堰堤工事とともに施工された。特に一号流路工は中央に小堰堤をつくりだした長さ70ｍ、幅6.5ｍの大規模なものである。
平成元～12年にかけて静岡県により「木和田川砂防堰堤整備事業」が、また、平成2～8年にかけて岡部町による「つたの細道公園整備事業」も行われ、現在では、木和田川の堰堤周辺は砂防学習と散策の場所となっている。",,,
222143,,静岡県,藤枝市,潮生館本館,チョウセイカンホンカン,,,国登録有形文化財,建造物,,静岡県藤枝市志太600-2-2,,,,,,1,,,個人,2004-11-08,,,,,,,,,志太温泉の礎（いしずえ）となった旅館の本館で、木造2階建・入母屋造(いりもやづくり)・桟瓦葺(さんがわらぶき)で、建築面積は198㎡である。１階は板間の広いホールや帳場などのほか、南から西へL字型に廊下を取り、これに沿って客室が配置されている。各室とも曲木・変木を使った風雅な意匠で、近代和風建築の技が集約されている。現存する近代和風建築は伊豆地方に多いが、中部地区では数少ない貴重な建造物である。,,,
222143,,静岡県,藤枝市,潮生館香梅荘,チョウセイカンコウバイソウ,,,国登録有形文化財,建造物,,静岡県藤枝市志太600-2-2,,,,,,1,,,個人,2004-11-08,,,,,,,,,本館の北西側の、池のほとりに建つ離れで、建築面積は73㎡である。木造平屋建・入母屋造・桟瓦葺の本体部に、北東側に玄関、北西側に小座敷が付属する。主体部は8畳床(とこ)棚付の主室と6畳の次の間、小座敷は床棚付の6畳、玄関は3畳の寄付(よせつけ)を備える。「香梅荘」の名にちなみ、建物の壁は内外とも薄紅色の漆喰（しっくい）壁で、室内には梅花模様を配して意匠を凝らしている。,,,
