指定等,区分,種別,名称,所有者,所在地,指定年月日,公開情報,備考,NO,区,緯度,経度
国指定,有形,建造物,方広寺七尊菩薩堂,方広寺,浜名区引佐町奥山,1954-09-17,公開,,1,浜名区,,
国指定,有形,建造物,中村家住宅　附　家相図,浜松市,中央区雄踏町宇布見,1973-06-02,条件付き公開,展示状況による（中村家住宅）,2,中央区,,
国指定,有形,建造物,宝林寺　仏殿・方丈,宝林寺,浜名区細江町中川,1981-06-05,公開,,3,浜名区,,
国指定,有形,建造物,浜名惣社神明宮本殿,浜名惣社神明宮,浜名区三ヶ日町三ヶ日,1993-04-20,公開,,4,浜名区,,
国指定,有形,建造物,鈴木家住宅　主屋・釜屋,個人,浜名区引佐町的場,2007-06-18,公開,令和3年3月～令和4年11月頃工事臨時休館,5,浜名区,,
国指定,有形,絵画,絹本著色普賢十羅刹女像,大福寺,浜名区三ヶ日町福長,1900-04-07,条件付き公開,展示状況による,6,浜名区,,
国指定,有形,彫刻,木造千手観音立像,摩訶耶寺,浜名区三ヶ日町摩訶耶,1915-03-26,条件付き公開,展示状況による,7,浜名区,,
国指定,有形,彫刻,木造不動明王立像,摩訶耶寺,浜名区三ヶ日町摩訶耶,1923-03-28,条件付き公開,展示状況による,8,浜名区,,
国指定,有形,彫刻,木造地蔵菩薩立像　附　像内納入品,岩水寺,浜名区根堅,2011-06-27,非公開,秘仏,9,浜名区,,
国指定,有形,彫刻,木造釈迦如来及両脇侍坐像,方広寺,浜名区引佐町奥山,2014-08-21,条件付き公開,展示状況による,10,浜名区,,
国指定,有形,工芸品,太刀　銘安縄（備前）,秋葉神社,天竜区春野町領家,1922-04-13,条件付き公開,展示状況による,11,天竜区,,
国指定,有形,工芸品,太刀　銘弘次,秋葉神社,天竜区春野町領家,1923-03-28,条件付き公開,展示状況による,12,天竜区,,
国指定,有形,工芸品,太刀　銘来国光,秋葉神社,天竜区春野町領家,1923-03-28,条件付き公開,展示状況による,13,天竜区,,
国指定,有形,工芸品,太刀　銘国綱,井伊谷宮,東京都台東区,1925-04-24,条件付き公開,展示状況による（東京国立博物館）,14,,,
国指定,有形,工芸品,太刀　久國,個人,中央区西伊場町,1950-08-29,非公開,,15,中央区,,
国指定,有形,工芸品,刺繍不動明王二童子像掛幅,浜松市,中央区松城町,1950-08-29,条件付き公開,展示状況による（浜松市美術館）,16,中央区,,
国指定,有形,工芸品,紫地段花菱円文散草花模様縫箔小袖,平野美術館,中央区元浜町,1960-06-09,条件付き公開,展示状況による,17,中央区,,
国指定,有形,工芸品,金銅装笈,大福寺,浜名区三ヶ日町福長,1979-06-06,条件付き公開,展示状況による,18,浜名区,,
国指定,有形,典籍,宋版錦繍萬花谷,龍潭寺,浜名区引佐町井伊谷,1978-06-15,条件付き公開,展示状況による,19,浜名区,,
国指定,有形,古文書,紙本墨書瑠璃山年録残篇,大福寺,浜名区三ヶ日町福長,1905-04-04,条件付き公開,展示状況による,20,浜名区,,
国指定,民俗,無形,西浦の田楽,西浦田楽保存会,天竜区水窪町奥領家,1976-05-04,条件付き公開,開催状況による,21,天竜区,,
国指定,民俗,無形,遠江のひよんどりとおくない,（各保存会）,浜名区引佐町他,1994-12-13,条件付き公開,開催状況による,22,浜名区,,
国指定,記念物,史跡,三岳城跡,静岡県他,浜名区引佐町三岳他,1944-03-07,公開,,23,浜名区,,
国指定,記念物,史跡,蜆塚遺跡,浜松市他,中央区蜆塚四丁目,1959-05-13,公開,,24,中央区,,
国指定,記念物,史跡,二俣城跡及び鳥羽山城跡,浜松市他,天竜区二俣町二俣,2018-02-13,公開,,25,天竜区,,
国指定,記念物,史跡,光明山古墳,光明寺他,天竜区山東,2020-03-10,公開,墳丘上立ち入り不可,26,天竜区,,
国指定,記念物,名勝,龍潭寺庭園,龍潭寺,浜名区引佐町井伊谷,1936-09-03,公開,,27,浜名区,,
国指定,記念物,天然記念物,北浜の大カヤノキ,個人,浜名区本沢合,1954-03-20,公開,,28,浜名区,,
国指定,記念物,天然記念物,京丸のアカヤシオ及びシロヤシオ群生地,国,天竜区春野町小俣京丸,1974-11-26,非公開,,29,天竜区,,
県指定,有形,建造物,旧王子製紙製品倉庫,浜松市,天竜区春野町気田,1977-03-18,条件付き公開,浜松市立春野中学校敷地内　外観のみ,30,天竜区,,
県指定,有形,建造物,摂社天羽槌雄神社,浜名惣社神明宮,浜名区三ヶ日町三ヶ日,1979-11-19,公開,,31,浜名区,,
県指定,有形,建造物,宝林寺山門,宝林寺,浜名区細江町中川,1990-03-20,公開,,32,浜名区,,
県指定,有形,建造物,龍潭寺伽藍　附　棟札　山号額,龍潭寺,浜名区引佐町井伊谷,1995-03-20,公開,棟札は非公開,33,浜名区,,
県指定,有形,絵画,紙本金地著色遊楽図六曲屏風,龍潭寺,浜名区引佐町井伊谷,1977-03-18,条件付き公開,展示による,34,浜名区,,
県指定,有形,絵画,紙本着色独湛禅師画像,宝林寺,浜名区細江町中川,1977-12-20,条件付き公開,展示による,35,浜名区,,
県指定,有形,絵画,紙本着色近藤貞用夫妻画像,宝林寺,浜名区細江町中川,1977-12-20,条件付き公開,展示による,36,浜名区,,
県指定,有形,絵画,絹本着色無文元選像,方広寺,浜名区引佐町奥山,1977-12-20,条件付き公開,展示による,37,浜名区,,
県指定,有形,絵画,渡辺崋山筆呂公釣渭図,個人,浜名区引佐町井伊谷,1981-10-23,非公開,,38,浜名区,,
県指定,有形,絵画,蟲魚帖稿,浜松市,中央区松城町,2013-03-15,条件付き公開,展示状況による（浜松市美術館）,39,中央区,,
県指定,有形,彫刻,古面,息神社,中央区雄踏町宇布見,1968-03-19,非公開,,40,中央区,,
県指定,有形,彫刻,獅子頭,息神社,中央区雄踏町宇布見,1968-03-19,非公開,,41,中央区,,
県指定,有形,彫刻,木造大日如来坐像,光禅寺,中央区大蒲町,1974-04-18,条件付き公開,年1回成人の日、時間限定公開（複製は浜松市博物館の展示状況による）,42,中央区,,
県指定,有形,彫刻,木造釈迦如来坐像,華蔵寺,浜名区三ヶ日町日比沢,1974-04-18,条件付き公開,秘仏　25年毎御開帳（次回2024年）,43,浜名区,,
県指定,有形,彫刻,木造薬師如来坐像,大福寺,浜名区三ヶ日町福長,1974-04-18,非公開,秘仏,44,浜名区,,
県指定,有形,彫刻,木造阿弥陀如来坐像,摩訶耶寺,浜名区三ヶ日町摩訶耶,1974-04-18,公開,,45,浜名区,,
県指定,有形,彫刻,木造金剛力士立像,摩訶耶寺,浜名区三ヶ日町摩訶耶,1974-04-18,非公開,,46,浜名区,,
県指定,有形,彫刻,能面父尉,宇志八幡宮,浜名区三ヶ日町宇志,1977-03-18,非公開,,47,浜名区,,
県指定,有形,彫刻,能面鉢巻悪尉,宇志八幡宮,浜名区三ヶ日町宇志,1977-12-20,非公開,,48,浜名区,,
県指定,有形,彫刻,王の舞面,津毛利神社,中央区参野町,1981-03-16,非公開,,49,中央区,,
県指定,有形,彫刻,木造金剛力士立像,大福寺,浜名区三ヶ日町福長,2008-03-21,公開,,50,浜名区,,
県指定,有形,彫刻,木造釈迦如来坐像及び両脇侍像（釈迦如来坐像の背面に寛文七年四月十六日、洛陽大仏師法橋康祐の銘あり）木造達磨大師坐像・伝武帝倚像　木造二十四善神立像,宝林寺,浜名区細江町中川,2011-12-02,公開,,51,浜名区,,
県指定,有形,工芸品,脇指　銘肥前国住武蔵大掾藤原忠広,個人,中央区相生町,1957-05-13,非公開,,52,中央区,,
県指定,有形,工芸品,梵鐘,長楽寺,浜名区細江町気賀,1957-12-25,公開,,53,浜名区,,
県指定,有形,工芸品,脇指　銘長曽祢興里入道虎徹　延宝三年卯霜月日,個人,中央区若林町,1962-06-15,非公開,,54,中央区,,
県指定,有形,工芸品,脇指　銘サカミ、鍛エンシウ、浜松ニテ焼刃,個人,中央区坪井町,1963-04-30,非公開,,55,中央区,,
県指定,有形,工芸品,刀　銘（葵）以南蛮鉄於武州江戸越前康継,個人,中央区坪井町,1963-04-30,非公開,,56,中央区,,
県指定,有形,工芸品,刀,個人,中央区田町,1964-04-21,非公開,,57,中央区,,
県指定,有形,工芸品,獅子がみの兜,個人,中央区富塚町,1968-03-19,非公開,,58,中央区,,
県指定,有形,工芸品,鰐口（文安元年在銘）,大時自治会,天竜区春野町宮川,1975-03-25,非公開,,59,天竜区,,
県指定,有形,書跡,紙本墨書大般若経,大智寺,天竜区春野町宮川,1975-03-25,非公開,,60,天竜区,,
県指定,有形,典籍,正平版論語,県居神社,中央区東伊場一丁目,1967-10-11,非公開,,61,中央区,,
県指定,有形,古文書,内山真龍自筆稿本遠江国風土記伝及び自筆日記,個人,天竜区大谷,2000-03-17,条件付き公開,展示状況による（内山真龍資料館）,62,天竜区,,
県指定,有形,考古資料,引佐町上野馬場平古墳出土品を含む考古資料一括,浜松市,中央区蜆塚四丁目,1967-10-11,条件付き公開,展示状況による（浜松市博物館）,63,中央区,,
県指定,有形,考古資料,銅鐸（猪久保出土）,浜松市,浜名区三ヶ日町三ヶ日,1967-10-11,非公開,,64,浜名区,,
県指定,有形,考古資料,赤門上古墳出土遺物,浜松市,浜名区貴布祢,1990-03-20,条件付き公開,展示状況による（市民ミュージアム浜北）,65,浜名区,,
県指定,有形,考古資料,銅鐸（滝峯才四郎谷出土）,浜松市,浜名区細江町気賀,1993-03-26,条件付き公開,展示状況による（浜松市姫街道と銅鐸の歴史民俗資料館）,66,浜名区,,
県指定,有形,考古資料,銅鐸（前原遺跡出土）,浜松市,浜名区細江町気賀,2000-11-17,条件付き公開,展示状況による（浜松市姫街道と銅鐸の歴史民俗資料館）,67,浜名区,,
県指定,有形,考古資料,伊場遺跡群出土古代地方官衙関係資料,浜松市,中央区蜆塚四丁目,2002-03-22,条件付き公開,展示状況による（浜松市博物館）,68,中央区,,
県指定,有形,考古資料,鳥居松遺跡出土金銀装円頭大刀,浜松市,中央区蜆塚四丁目,2020-03-27,条件付き公開,展示状況による（浜松市博物館）,69,中央区,,
県指定,民俗,有形,藤布織機一式及び製品一括,浜松市,天竜区水窪町地頭方,1968-03-19,条件付き公開,展示状況による（浜松市水窪民俗資料館）,70,天竜区,,
県指定,民俗,有形,染め型紙一括,個人,天竜区水窪町奥領家,1968-03-19,非公開,,71,天竜区,,
県指定,民俗,有形,旧山瀬家のコヤ,浜松市,浜名区細江町気賀,1984-11-30,公開,,72,浜名区,,
県指定,民俗,有形,舞阪の海苔生産用具,浜松市,中央区舞阪町舞阪,1999-03-15,条件付き公開,展示状況による（浜松市舞阪郷土資料館）,73,中央区,,
県指定,民俗,有形,佐久間の林業と山村生活の用具,浜松市,天竜区佐久間町佐久間,2012-11-30,公開,,74,天竜区,,
県指定,民俗,無形,呉松の大念仏,同保存会,中央区呉松町,1957-12-15,条件付き公開,宿蘆寺（8月15日）のみ公開,75,中央区,,
県指定,民俗,無形,滝沢の放歌踊り,同保存会,浜名区滝沢町,1957-12-15,条件付き公開,林慶寺（8月13日）のみ公開,76,浜名区,,
県指定,民俗,無形,横尾歌舞伎,同保存会,浜名区引佐町横尾、白岩,1974-04-19,条件付き公開,開催状況による,77,浜名区,,
県指定,民俗,無形,川合花の舞,同保存会,天竜区佐久間町川合,1976-01-01,条件付き公開,開催状況による,78,天竜区,,
県指定,民俗,無形,西浦の念仏踊り,同保存会,天竜区水窪町奥領家,1997-11-27,条件付き公開,開催状況による,79,天竜区,,
県指定,記念物,史跡,犀ヶ崖古戦場,浜松市他,中央区鹿谷町ほか,1952-04-01,公開,,80,中央区,,
県指定,記念物,史跡,陣座ヶ谷古墳,個人,浜名区細江町中川,1968-07-02,公開,墳丘上は立ち入り不可,81,浜名区,,
県指定,記念物,史跡,赤門上古墳,龍泉院,浜名区内野,1979-11-19,公開,,82,浜名区,,
県指定,記念物,史跡,千頭峯城跡,摩訶耶区他,浜名区三ヶ日町摩訶耶,1981-03-16,公開,,83,浜名区,,
県指定,記念物,史跡,犬居城跡,個人,天竜区春野町堀之内,1985-03-19,公開,,84,天竜区,,
県指定,記念物,史跡,渭伊神社境内遺跡,渭伊神社,浜名区引佐町井伊谷,1992-03-17,公開,,85,浜名区,,
県指定,記念物,史跡,滝峯才四郎谷遺跡,浜松市,浜名区細江町中川,1993-03-26,公開,,86,浜名区,,
県指定,記念物,史跡,青崩峠,浜松市,天竜区水窪町奥領家,1996-03-12,公開,,87,天竜区,,
県指定,記念物,史跡,二本ヶ谷積石塚群,浜松市,浜名区染地台五丁目,2013-03-15,公開,,88,浜名区,,
県指定,記念物,名勝,浜名湖,静岡県他,中央区、北区,1954-01-30,公開,,89,中央区,,
県指定,記念物,名勝,大福寺庭園,大福寺,浜名区三ヶ日町福長,1977-03-18,公開,,90,浜名区,,
県指定,記念物,名勝,摩訶耶寺庭園,摩訶耶寺,浜名区三ヶ日町摩訶耶,1977-03-18,公開,,91,浜名区,,
県指定,記念物,名勝,長楽寺庭園,長楽寺,浜名区細江町気賀,1986-03-22,公開,,92,浜名区,,
県指定,記念物,名勝,実相寺庭園,実相寺,浜名区引佐町金指,2008-11-11,公開,,93,浜名区,,
県指定,記念物,天然記念物,雲立のクス,浜松八幡宮,中央区八幡町,1952-04-01,公開,,94,中央区,,
県指定,記念物,天然記念物,法橋のマツ,妙恩寺,中央区天竜川町,1952-04-01,公開,,95,中央区,,
県指定,記念物,天然記念物,テンダイウヤク群落地,細江神社,浜名区細江町気賀,1952-04-01,公開,,96,浜名区,,
県指定,記念物,天然記念物,将軍スギ,武速神社,天竜区横川,1952-04-01,公開,,97,天竜区,,
県指定,記念物,天然記念物,春野スギ,大光寺,天竜区春野町花島,1952-04-01,公開,,98,天竜区,,
県指定,記念物,天然記念物,笹ヶ瀬隕石,増福寺,中央区北寺島町,1955-04-19,条件付き公開,展示状況による（浜松市科学館）,99,中央区,,
県指定,記念物,天然記念物,シブカワツツジ群落,浜松市・個人,浜名区引佐町渋川,1958-09-02,条件付き公開,非公開範囲有,100,浜名区,,
県指定,記念物,天然記念物,鵺代のマンサク群落,個人,浜名区三ヶ日町鵺代，下尾奈,1971-08-03,公開,,101,浜名区,,
県指定,記念物,天然記念物,水窪小学校のイチイガシ,浜松市,天竜区水窪町奥領家,1971-08-03,公開,,102,天竜区,,
県指定,記念物,天然記念物,山住神社のスギ,山住神社,天竜区水窪町山住,1971-08-03,公開,,103,天竜区,,
県指定,記念物,天然記念物,龍山のホソバシャクナゲ群落,国,天竜区龍山町瀬尻,1974-04-18,条件付き公開,調査目的に限る、要事前連絡,104,天竜区,,
県指定,記念物,天然記念物,浦川のホソバシャクナゲ群落,個人,天竜区佐久間町浦川,1974-04-18,非公開,,105,天竜区,,
県指定,記念物,天然記念物,米沢諏訪神社のイチイガシ,諏訪神社,天竜区米沢,1990-03-20,公開,,106,天竜区,,
県指定,記念物,天然記念物,柴のタブノキ,個人,天竜区熊,1993-03-26,公開,,107,天竜区,,
県指定,記念物,天然記念物,ホウジ峠の中央構造線,個人,天竜区佐久間町佐久間，奥領家,1994-03-25,公開,,108,天竜区,,
市指定,有形,建造物,大雄寺山門,大雄寺,中央区天神町,1961-04-12,公開,,109,中央区,,
市指定,有形,建造物,気賀関所本番所,個人,浜名区細江町気賀,1966-01-27,公開,外観のみ,110,浜名区,,
市指定,有形,建造物,甘露寺中門,甘露寺,中央区中郡町,1966-03-14,公開,,111,中央区,,
市指定,有形,建造物,秋葉神社神門,秋葉神社,天竜区春野町領家,1966-12-26,公開,,112,天竜区,,
市指定,有形,建造物,東林寺山門附棟札,東林寺,浜名区細江町気賀,1968-11-25,公開,棟札非公開,113,浜名区,,
市指定,有形,建造物,中村家住宅長屋門,浜松市,中央区雄踏町宇布見,1980-03-17,公開,,114,中央区,,
市指定,有形,建造物,上島新田組秋葉山常夜燈鞘堂,新田組,浜名区上島,1982-05-22,公開,,115,浜名区,,
市指定,有形,建造物,宝篋印塔,個人,天竜区水窪町地頭方,1983-02-15,非公開,,116,天竜区,,
市指定,有形,建造物,山住神社神門,山住神社,天竜区水窪町山住,1988-03-09,公開,,117,天竜区,,
市指定,有形,建造物,白柳家住宅,個人,浜名区細江町気賀,1988-03-10,条件付き公開,外観のみ,118,浜名区,,
市指定,有形,建造物,宝林寺報恩堂,宝林寺,浜名区細江町中川,1988-11-01,公開,,119,浜名区,,
市指定,有形,建造物,瑞雲院山門,瑞雲院,天竜区春野町堀之内,1990-01-24,公開,,120,天竜区,,
市指定,有形,建造物,瑞雲院鐘楼,瑞雲院,天竜区春野町堀之内,1990-01-24,公開,,121,天竜区,,
市指定,有形,建造物,内山家住宅長屋門,浜松市,天竜区大谷,1991-02-28,公開,,122,天竜区,,
市指定,有形,建造物,旧舞坂脇本陣,浜松市,中央区舞阪町舞阪,1997-04-18,公開,,123,中央区,,
市指定,有形,建造物,御室家住宅長屋門,個人,天竜区佐久間町佐久間,1997-07-08,非公開,,124,天竜区,,
市指定,有形,建造物,小松秋葉大鳥居,秋葉神社,浜名区小松,2005-03-24,公開,,125,浜名区,,
市指定,有形,建造物,小松秋葉山常夜燈,秋葉神社,浜名区小松,2005-03-24,公開,,126,浜名区,,
市指定,有形,建造物,静岡銀行浜松営業部本館（旧遠州銀行本店）,静岡銀行,中央区田町,2005-12-20,公開,,127,中央区,,
市指定,有形,建造物,旧浜松銀行協会,浜松市,中央区栄町,2009-03-02,公開,,128,中央区,,
市指定,有形,建造物,実相寺伽藍（本堂・観音堂・庚申堂）,実相寺,浜名区引佐町金指,2017-02-23,公開,,129,浜名区,,
市指定,有形,絵画,紙本著色山水図（内山真龍筆）,個人,天竜区大谷,1961-12-01,非公開,,130,天竜区,,
市指定,有形,絵画,紙本著色内山真龍自画像（自賛がある）,個人,天竜区大谷,1961-12-01,非公開,,131,天竜区,,
市指定,有形,絵画,紙本著色聖徳太子像（寛政三年七月画の記がある，内山真龍筆）,玖延寺,天竜区二俣町阿蔵,1961-12-01,非公開,,132,天竜区,,
市指定,有形,絵画,紙本著色布袋図（風外慧薫禅師筆）,個人,浜名区細江町気賀,1972-04-14,非公開,,133,浜名区,,
市指定,有形,絵画,絹本著色引佐細江澪標図（内山真龍筆）,個人,浜名区細江町気賀,1973-03-01,非公開,,134,浜名区,,
市指定,有形,絵画,絹本著色引佐細江澪標図（内山真龍筆）,個人,天竜区春野町堀之内,1974-10-14,非公開,,135,天竜区,,
市指定,有形,絵画,紙本淡彩神馬図（丙午（弘化三年）の記がある，大久保一丘筆）,井伊谷宮,浜名区引佐町井伊谷,1977-04-09,条件付き公開,展示による,136,浜名区,,
市指定,有形,絵画,紙本墨画布袋図（白隠慧鶴筆）,方広寺,浜名区引佐町奥山,1977-04-09,条件付き公開,展示状況による,137,浜名区,,
市指定,有形,絵画,板地著色牡丹菊花図（藤玄谷筆）,瑞雲院,天竜区春野町堀之内,1977-12-22,非公開,,138,天竜区,,
市指定,有形,絵画,紙本墨画山水図（藤玄谷筆）,個人,天竜区春野町堀之内,1977-12-22,非公開,,139,天竜区,,
市指定,有形,絵画,紙本著色梅鶯図（酒井抱一筆）,個人,天竜区春野町堀之内,1977-12-22,非公開,,140,天竜区,,
市指定,有形,絵画,紙本著色雪松小禽図（町野笠澤筆）,個人,天竜区春野町堀之内,1977-12-22,非公開,,141,天竜区,,
市指定,有形,絵画,紙本著色法源禅師像,宝林寺,浜名区細江町中川,1980-01-01,条件付き公開,展示状況による,142,浜名区,,
市指定,有形,絵画,紙本著色東海道西海船路図,個人,浜名区細江町気賀,1980-01-01,非公開,,143,浜名区,,
市指定,有形,絵画,細字法華経日蓮像,個人,浜名区細江町気賀,1980-01-01,非公開,,144,浜名区,,
市指定,有形,絵画,板地著色二十四孝図（元禄六年七月奉納の記がある）,庚申寺,浜名区宮口,1982-05-22,非公開,,145,浜名区,,
市指定,有形,絵画,絹本著色寿老人花鳥図（狩野常信筆）,善住寺,天竜区水窪町地頭方,1982-09-17,非公開,,146,天竜区,,
市指定,有形,絵画,絹本著色両界曼荼羅図,大福寺,浜名区三ヶ日町福長,1984-11-19,条件付き公開,展示状況による,147,浜名区,,
市指定,有形,絵画,絹本著色地蔵菩薩像（霊仲の賛がある）,華蔵寺,浜名区三ヶ日町日比沢,1987-09-22,非公開,,148,浜名区,,
市指定,有形,絵画,慈眼寺庚申堂天井板絵,金剛寺,浜名区三ヶ日町駒場,1992-06-18,非公開,,149,浜名区,,
市指定,有形,絵画,絹本著色釈迦十六善神像,洞泉寺,天竜区大谷,1994-03-29,非公開,,150,天竜区,,
市指定,有形,絵画,紙本著色春鶯囀図（野島青茲筆）,浜松市,浜名区細江町気賀,2004-03-15,条件付き公開,展示状況による（浜松市姫街道と銅鐸の歴史民俗資料館）,151,浜名区,,
市指定,有形,彫刻,木造毘沙門天立像,毘沙門寺,中央区石原町,1960-08-25,非公開,,152,中央区,,
市指定,有形,彫刻,木造吉祥天女立像（木喰五行作）,方広寺,浜名区引佐町奥山,1962-01-05,条件付き公開,展示状況による,153,浜名区,,
市指定,有形,彫刻,木造准胝観音立像（木喰五行作）,方広寺,浜名区引佐町奥山,1962-01-05,条件付き公開,展示状況による,154,浜名区,,
市指定,有形,彫刻,木造子安観音立像（木喰五行作）,方広寺,浜名区引佐町奥山,1962-01-05,条件付き公開,展示状況による,155,浜名区,,
市指定,有形,彫刻,木造木喰五行坐像（木喰五行作）,浜松市,中央区蜆塚四丁目,1964-11-11,条件付き公開,展示状況による（浜松市博物館）,156,中央区,,
市指定,有形,彫刻,木造馬頭観音立像,西大山教会,中央区大山町,1965-03-12,非公開,,157,中央区,,
市指定,有形,彫刻,木造不動明王立像,西大山教会,中央区大山町,1965-03-12,非公開,,158,中央区,,
市指定,有形,彫刻,木造毘沙門天立像,西大山教会,中央区大山町,1965-03-12,非公開,,159,中央区,,
市指定,有形,彫刻,木造大日如来坐像、木造天部立像,大円寺,浜名区細江町気賀,1966-01-27,非公開,,160,浜名区,,
市指定,有形,彫刻,木造大黒天半跏像（木喰五行作）,個人,浜名区引佐町狩宿,1966-02-21,非公開,,161,浜名区,,
市指定,有形,彫刻,木造如意輪観音坐像（木喰五行作）,個人,浜名区引佐町狩宿,1966-02-21,非公開,,162,浜名区,,
市指定,有形,彫刻,木造大日如来坐像（木喰五行作）,個人,浜名区引佐町井伊谷,1966-02-21,非公開,,163,浜名区,,
市指定,有形,彫刻,木造聖観音坐像（木喰五行作）,個人,浜名区引佐町狩宿,1966-02-21,非公開,,164,浜名区,,
市指定,有形,彫刻,木造十一面観音立像（木喰五行作）,個人,浜名区引佐町奥山,1966-02-21,非公開,,165,浜名区,,
市指定,有形,彫刻,木造十王坐像（木喰五行作）,寿龍院,浜名区引佐町井伊谷,1966-02-21,条件付き公開,展示状況による（浜松市地域遺産センター）,166,浜名区,,
市指定,有形,彫刻,木造葬頭河婆半跏像（木喰五行作）,寿龍院,浜名区引佐町井伊谷,1966-02-21,条件付き公開,展示状況による（浜松市地域遺産センター）,167,浜名区,,
市指定,有形,彫刻,木造如意輪観音半跏像（木喰五行作）,個人,浜名区引佐町奥山,1966-02-21,非公開,,168,浜名区,,
市指定,有形,彫刻,木造阿弥陀如来立像　附　像内納入品,法蔵寺,中央区白羽町,1966-11-15,非公開,,169,中央区,,
市指定,有形,彫刻,木造馬頭観音坐像,長楽寺,浜名区細江町気賀,1968-11-25,公開,,170,浜名区,,
市指定,有形,彫刻,木造大日如来坐像,華蔵寺,浜名区三ヶ日町日比沢,1969-02-14,非公開,,171,浜名区,,
市指定,有形,彫刻,木造阿弥陀如来坐像,華蔵寺,浜名区三ヶ日町日比沢,1969-02-14,非公開,,172,浜名区,,
市指定,有形,彫刻,能面（能面翁、能面小面、能面飛出）,大福寺,浜名区三ヶ日町福長,1969-02-14,条件付き公開,展示状況による,173,浜名区,,
市指定,有形,彫刻,木造薬師如来坐像,龍谷寺,中央区飯田町,1970-07-20,非公開,,174,中央区,,
市指定,有形,彫刻,木造十王坐像（木喰五行作）,徳泉寺,浜名区堀谷,1970-12-23,公開,,175,浜名区,,
市指定,有形,彫刻,木造葬頭河婆半跏像（木喰五行作）,徳泉寺,浜名区堀谷,1970-12-23,公開,,176,浜名区,,
市指定,有形,彫刻,木造天部立像,個人,浜名区細江町気賀,1972-04-14,非公開,,177,浜名区,,
市指定,有形,彫刻,木造十一面観音立像,伊平自治会,浜名区引佐町伊平,1975-10-22,非公開,,178,浜名区,,
市指定,有形,彫刻,木造阿弥陀如来坐像,個人,浜名区細江町中川,1976-07-01,非公開,,179,浜名区,,
市指定,有形,彫刻,厨子入金銅十一面観音立像（兜前立）,井伊谷宮,浜名区引佐町井伊谷,1977-04-09,条件付き公開,展示状況による,180,浜名区,,
市指定,有形,彫刻,厨子入金銅苦行釈迦像,方広寺,浜名区引佐町奥山,1977-04-09,条件付き公開,展示状況による,181,浜名区,,
市指定,有形,彫刻,木造聖観音立像,両光寺,中央区富塚町,1977-04-14,非公開,,182,中央区,,
市指定,有形,彫刻,木造大日如来坐像,6区大日堂,浜名区引佐町井伊谷,1977-04-19,非公開,,183,浜名区,,
市指定,有形,彫刻,木造大日如来坐像,林慶寺,浜名区滝沢町,1979-07-17,非公開,,184,浜名区,,
市指定,有形,彫刻,古面（古面鬼神、小面乙、小面姥）,個人,中央区雄踏町宇布見,1980-03-17,非公開,,185,中央区,,
市指定,有形,彫刻,古面福,個人,浜名区細江町中川,1981-01-01,非公開,,186,浜名区,,
市指定,有形,彫刻,木造阿弥陀如来坐像　附　像内納入品,個人,浜名区細江町気賀,1981-01-01,非公開,,187,浜名区,,
市指定,有形,彫刻,木魚,個人,浜名区細江町気賀,1981-01-01,非公開,,188,浜名区,,
市指定,有形,彫刻,木造地蔵菩薩立像、木造千体地蔵菩薩立像,長徳寺,浜名区細江町広岡,1981-01-01,非公開,,189,浜名区,,
市指定,有形,彫刻,木造地蔵菩薩立像,個人,天竜区春野町長蔵寺,1982-03-31,非公開,,190,天竜区,,
市指定,有形,彫刻,木造聖観音坐像,秋葉寺,天竜区春野町領家,1982-03-31,非公開,,191,天竜区,,
市指定,有形,彫刻,木造十一面観音立像,秋葉寺,天竜区春野町領家,1982-03-31,非公開,,192,天竜区,,
市指定,有形,彫刻,木造伝勝軍地蔵立像,秋葉寺,天竜区春野町領家,1982-03-31,非公開,,193,天竜区,,
市指定,有形,彫刻,木造四天王立像,秋葉寺,天竜区春野町領家,1982-03-31,非公開,,194,天竜区,,
市指定,有形,彫刻,木造男神坐像、木造男神立像,小国神社,天竜区春野町杉,1983-03-08,非公開,,195,天竜区,,
市指定,有形,彫刻,木造阿弥陀如来坐像,玖延寺,天竜区二俣町阿蔵,1984-01-23,非公開,,196,天竜区,,
市指定,有形,彫刻,木造薬師如来坐像,長月寺,天竜区長沢,1984-11-13,非公開,,197,天竜区,,
市指定,有形,彫刻,木造阿弥陀如来坐像,宇志自治会,浜名区三ヶ日町宇志,1993-04-21,非公開,,198,浜名区,,
市指定,有形,彫刻,木造男神立像,細江神社,浜名区細江町気賀,1998-04-14,非公開,,199,浜名区,,
市指定,有形,彫刻,木造男神立像,細江神社,浜名区細江町気賀,1998-04-14,非公開,,200,浜名区,,
市指定,有形,彫刻,木造牛頭天王立像,細江神社,浜名区細江町気賀,1998-04-14,非公開,,201,浜名区,,
市指定,有形,彫刻,木造牛頭天王立像,細江神社,浜名区細江町気賀,1998-04-14,非公開,,202,浜名区,,
市指定,有形,彫刻,木造薬師如来立像,玖延寺,天竜区二俣町阿蔵,1998-09-25,非公開,,203,天竜区,,
市指定,有形,彫刻,木造薬師如来坐像,個人,天竜区水窪町奥領家,2004-10-19,非公開,,204,天竜区,,
市指定,有形,彫刻,木造阿弥陀如来坐像,龍雲寺,中央区入野町,2009-03-02,非公開,,205,中央区,,
市指定,有形,工芸品,横笛（伝青葉の笛）,寺野六所神社,浜名区引佐町渋川,1962-01-05,非公開,,206,浜名区,,
